wetland	bins	metaG_T0	metaG_T1_anoxic	metaG_T2_anoxic	metaG_T3_anoxic	metaG_T4_anoxic	metaG_T1_oxic	metaG_T2_oxic	metaG_T3_oxic	metaG_T4_oxic	metaT_T0	metaT_T1_oxic	metaT_T2_oxic	metaT_T1_anoxic	metaT_T2_anoxic	GC_content	Completeness	Contamination	Strain heterogeneity	domain	phylum	class	order	family	genus	species
peat	bin_61	54.427	70.44000254	53.45333333	28590.88	18591.74667	25.47333333	12.95333333	7796.073333	855.2133333	58.2	95.75333333	62.76666667	93.54666667	92.13333333	33.40022173	57.72	4.55	14.29	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__GWA1-40-21	g__Bog-1340	s__
peat	bin_62	38762.193	96174.10666	66449.14	21037.87333	20657.20667	15232.20667	43392.89333	34933.49333	58585.54667	7382.133333	6159.573333	24733.5	12154.26	19762.96	57.26040017	62.23	1.72	0	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Koribacteraceae	g__	s__
peat	bin_63	5784.507	25428.67334	49030.73333	16900.50667	17746.38	8823.22	12903.84	35242.68667	22037.28	348.5933333	566.2533333	888.2	1862.693333	1339.953333	66.14091301	90.83	2.92	18.18	d__Bacteria	p__Actinomycetota	c__Coriobacteriia	o__OPB41	f__JAAXUF01	g__	s__
peat	bin_64	98294.087	226387.8	227092.4733	65573.04667	79732.24	243789.0667	317122.0133	255264.9667	196284.92	18288.04	37337.27333	85403.61333	19338.72	25145.70667	69.89198806	90.55	8.99	26.67	d__Bacteria	p__Acidobacteriota	c__Thermoanaerobaculia	o__UBA5066	f__UBA5066	g__Fen-183	s__
peat	bin_65	2144.293	3914.066661	3825.8	40083.63333	66767.74667	2368.84	1774.36	69641.40667	61520.61333	50209.14	59114.99333	83466.59333	64020.40667	117504.1533	71.77133283	81.68	1.1	0	d__Bacteria	p__Eisenbacteria	c__RBG-16-71-46	o__RBG-16-71-46	f__JACRLI01	g__	s__
peat	bin_66	612.48	390.9733321	199.8666667	112507.1533	227711.5467	103.44	45.79333333	25815.9	12525.48667	4301.44	2702.973333	3969.84	3687	12185.95333	43.41534587	98.1	1.67	0	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__	s__
peat	bin_67	13.413	2.006665263	18.78	43835.78667	8831.66	11.88666667	7.986666667	12249.94	30229.36667	0.586666667	1.64	1.573333333	4.46	0.626666667	36.22448512	50.28	1.12	100	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__GWA1-40-21	g__Bog-1340	s__
peat	bin_68	235.64	334.7999977	459.1866667	86313.64	31044.52	65.52	59.87333333	68680.45333	40389.85333	4197.846667	1654.966667	1780.426667	2982.713333	4901.413333	58.70785695	86.77	2.25	50	d__Bacteria	p__FCPU426	c__Palsa-1180	o__Palsa-1180	f__Palsa-1180	g__	s__
peat	bin_69	22889.127	31304.76666	9597.76	59343.66667	91417.08667	8049.853333	6044.68	89666.84667	51049.15333	43674.08667	34787.58667	49143.89333	32140.23333	62993.29333	52.87791451	92.24	3.01	16.67	d__Bacteria	p__Bacteroidota	c__UBA10030	o__UBA10030	f__UBA10030	g__UBA9647	s__
peat	bin_7	46511.613	63212.07335	46957.70667	31974.40667	29494.71333	17298.82	9820.386667	20494.34	15967.55333	5255.013333	1996.586667	1497.12	2981.766667	2710.626667	66.02969303	59.63	2.67	55.56	d__Bacteria	p__Myxococcota	c__Polyangia	o__Polyangiales	f__Polyangiaceae	g__Palsa-1150	s__
peat	bin_70	4284.067	6999.29335	5855.56	126247.7133	315430.9867	922.9	1259.62	62730.73333	32506.72	1329.126667	914.3533333	957.7866667	1146.86	2135.133333	59.51988463	93.4	7.73	35.29	d__Bacteria	p__Spirochaetota	c__Spirochaetia	o__SZUA-6	f__Fen-1364	g__Fen-1364	s__
peat	bin_71	28752.64	82782.08668	42879.46667	30675.52	24070.5	49230.57333	47566.92667	66941.49333	27525.24	6914.193333	11314.28667	17051.42	6454.553333	7307	64.53731503	81.11	2.02	40	d__Bacteria	p__Eremiobacterota	c__Eremiobacteria	o__Baltobacterales	f__Baltobacteraceae	g__Lustribacter	s__
peat	bin_72	26026.973	65573.84	73569.98	7718.08	4475.733333	82686.66667	54119.34	14446.86667	6210.36	489.8133333	3193.446667	3442.233333	1709.193333	1567.973333	69.48980444	75.21	0.85	0	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__IMCC26256	f__PALSA-555	g__	s__
peat	bin_73	2465.533	4082.226667	3156.273333	15584.83333	25113.49333	1874.32	3773.24	97636.38	99044.46667	7154.266667	8240.646667	14623.75333	10719.56	17522.81333	61.13608463	93.23	1.1	50	d__Bacteria	p__Chloroflexota	c__UBA5177	o__UBA5177	f__JAJPKF01	g__	s__
peat	bin_74	8163.78	8469.346678	25240.72667	58604.26667	163079.8867	6526.153333	8687.953333	58597.96	50500.28667	8549.053333	9222.226667	9790.513333	3867.22	7056.1	59.48370895	66.98	6.9	100	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__Terracidiphilus	s__
peat	bin_75	1938.933	39285.76	31466.45333	385673.7533	70714.53333	2651.426667	5357.72	79410.72667	31436.44	3680.926667	6446.493333	12136.24	39109.04667	39982.64	38.37285684	89.79	2.22	0	d__Archaea	p__Halobacteriota	c__Methanosarcinia	o__Methanosarcinales	f__Methanosarcinaceae	g__Methanosarcina	s__
peat	bin_76	20.92	5.026666232	22.11333333	8854.673333	47449.53333	26.72	13.91333333	2892.606667	52795.35333	643.0266667	349.32	329.7866667	327.9466667	683.5066667	31.25557818	67.76	1.4	50	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__UBA10107	g__UBA10107	s__
peat	bin_77	68.9	28.71999827	23.10666667	37821.38	51425.54667	46.38666667	23.35333333	11181.96	79623	1311.1	1246.826667	1444.766667	743.1666667	1744.12	36.30249616	60.02	4.51	100	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__GWA1-40-21	g__Bog-1340	s__
peat	bin_78	74199.76	79152.8	36978.7	6928.3	6317.053333	56581.91333	25279.06667	13923.06	8964.78	21602.54	8986.74	7777.953333	7526.52	7394.953333	63.26885556	66.93	1.38	37.5	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Thiobacillaceae	g__PFJX01	s__
peat	bin_79	29.72	3.013333473	8.32	12877.82667	5014.68	14.1	8.893333333	9360.773333	68513.97333	139.8466667	207.4933333	169.2333333	75.34666667	159.1333333	33.75663842	76.61	2.62	100	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__GWA1-40-21	g__Bog-1340	s__
peat	bin_8	5829.587	11259.42666	4502.373333	445.38	210.4866667	13571.70667	11601.96	1422.193333	480.4466667	435.3466667	532.3333333	701.9866667	160.7066667	157.5466667	60.46559376	53.16	1.28	50	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__	s__
peat	bin_80	7331.707	14819.94	8031.68	34625.48	52022.55333	3704.026667	3835.346667	69455.50667	39592.88	1140	1241.5	2078.633333	1037.233333	2556.666667	58.41614708	81.65	2.22	28.57	d__Bacteria	p__Bacteroidota	c__UBA10030	o__UBA10030	f__SZUA-254	g__	s__
peat	bin_81	6791.573	13505.47333	28584.25333	38351.62	32262.22667	14852.91333	35293.54	229971.4333	220335.8467	930.2733333	1427.26	3752.44	886.36	1503.586667	60.31468556	79.32	1.71	100	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__Acidobacteriaceae	g__Palsa-288	s__
peat	bin_82	40280.16	57390.87335	10596.76	95745.10667	87837.71333	11768.14	14978.28667	211074.0133	168687.1867	7327.126667	4894.34	6830.04	3303.826667	6521.1	50.08864444	92.75	5.46	50	d__Bacteria	p__Bacteroidota	c__UBA10030	o__UBA10030	f__UBA8401	g__JAGVPT01	s__
peat	bin_83	9769.947	22188.73333	222727.22	7752862.853	11798902.17	5417.946667	4599.413333	6541415.247	4508428.933	2808.513333	1836.9	3118.38	24476.92667	54007.14667	40.34651659	98.39	1.34	50	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Cfx3-03	g__Cfx3-03	s__
peat	bin_84	1055.3	1639.266663	1823.813333	19210.62667	279677.0467	930.4866667	510.3466667	22871.23333	25585.06667	4193.593333	2215.733333	2616.886667	3146.533333	2650.213333	73.30559991	89.96	0.61	0	d__Bacteria	p__Eisenbacteria	c__RBG-16-71-46	o__RBG-16-71-46	f__RBG-16-71-46	g__JACRPT01	s__
peat	bin_85	18201.547	50477.54	39816.62	7537.493333	15160.9	21448.61333	21066.76	12570.40667	6922.346667	1215.326667	1065.14	1410.193333	1615.98	1195.966667	65.09963543	52.63	5.26	25	d__Bacteria	p__Acidobacteriota	c__Holophagae	o__Holophagales	f__Holophagaceae	g__Geothrix	s__
peat	bin_86	11800.6	8589.233334	1641.28	11590.6	31252.23333	490.1733333	257.8933333	6505.326667	6289.346667	1655.506667	906.42	673.9466667	723.24	1463.866667	51.03310132	53.53	2.64	80	d__Archaea	p__Halobacteriota	c__Methanomicrobia	o__Methanomicrobiales	f__Methanoregulaceae	g__Methanoregula	s__
peat	bin_87	728.6	482.180001	194.7333333	10941.32	13799.11333	185.64	64.55333333	10798.63333	21097.46667	1606.08	2073.213333	1813.72	1016.56	1976.78	37.28427351	76.49	4.49	25	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA9983_A	f__UBA9973	g__UBA9973	s__
peat	bin_88	33519.68	43596.21333	9271.286667	41986.27333	67009.57333	9726.626667	7223.066667	43499.98	50711.84667	3868.56	3077.886667	3951.1	4976.873333	8694	49.00672564	97.67	0.57	25	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__FEN-979	g__FEN-979	s__
peat	bin_89	264.34	503.3200018	456.4266667	68351.14	37848.80667	206.4133333	224.0266667	168075.9867	167892.92	963.5866667	1059.26	1691.893333	1137.7	1725.62	62.36921668	67.49	2.97	100	d__Bacteria	p__Patescibacteria	c__ABY1	o__SBBC01	f__SBBC01	g__CAINXF01	s__
peat	bin_9	21196.14	28224.35999	28643	17820.39333	35940.23333	16931.01333	14842.76	95493.19333	94419.22667	6273.3	8923.64	11495.9	5642.693333	13320.26	70.91062764	56.75	8.79	33.33	d__Bacteria	p__Gemmatimonadota	c__Gemmatimonadetes	o__Gemmatimonadales	f__JACORV01	g__Fen-1245	s__
peat	bin_90	28064.433	7151.620005	1651.48	130043.8333	343545.08	3223.953333	779.6666667	80665.86667	103584.8933	6160.846667	2852.353333	2287.066667	3295.606667	6938.52	38.21145605	95.95	9.52	30.77	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__LD21	s__
peat	bin_91	705.107	1389.860004	474.22	14827.11333	147073.3733	400.42	634.0866667	21908.2	156656.5667	69.91333333	39.37333333	78.82666667	166.2733333	104.24	53.26746362	96.45	2.58	25	d__Bacteria	p__Desulfobacterota	c__Syntrophia	o__Syntrophales	f__UBA4778	g__UBA4778	s__
peat	bin_92	146.627	271.3333355	199.9666667	14205.64	14482.62	61.56	78.71333333	35500.2	26024.3	27.48	19.05333333	29.57333333	27.72666667	86.41333333	61.11027774	56.85	1.72	0	d__Bacteria	p__Patescibacteria	c__ABY1	o__SBBC01	f__SBBC01	g__CAINXF01	s__
peat	bin_93	7287.08	7447.626667	2725.633333	31961.12667	45507.15333	2192.926667	790.2533333	35054.90667	27644.50667	5427.606667	6176.426667	8155.253333	5859.206667	13181.70667	34.28570369	60.8	0.82	0	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__SJA-28	f__OLB5	g__	s__
peat	bin_94	15613.12	34033.66667	22484.27333	2516.533333	1638.52	129130.8133	90972.32	34960.09333	38223.42	3192.06	10825.25333	11641.72	3308.14	2549.246667	65.64732943	74.58	2.99	80	d__Bacteria	p__Actinomycetota	c__Acidimicrobiia	o__Acidimicrobiales	f__RAAP-2	g__CAIUMH01	s__
peat	bin_95	1313.933	1183.42666	1369.02	44172.27333	170859.3533	396.66	84.56	298613.6333	123580.68	445.1733333	99.02	48.24666667	191.4933333	1031.106667	36.40730354	63.17	1.79	100	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__CG2-30-32-10	g__CAINEZ01	s__
peat	bin_96	7195.36	6333.920005	1991.88	114689.9067	321794.5133	1420.246667	542.5	118537.7733	170615.6733	153594.44	125887.7067	165282.7667	104523.7533	165805.0333	55.20803311	89.68	3.87	33.33	d__Bacteria	p__Desulfobacterota	c__Syntrophia	o__Syntrophales	f__PHBD01	g__	s__
peat	bin_97	225411.353	533732.1999	413458.0267	62005.95333	47696.84667	332959.94	282505.1133	117172.4067	72173.84	94135.66	88208.98667	95547.04667	58124.08	79453	59.32375535	78.61	4.31	33.33	d__Bacteria	p__Acidobacteriota	c__Terriglobia	o__Terriglobales	f__SbA1	g__Sulfotelmatobacter	s__
peat	bin_98	2724.267	1773.179991	6543.36	139023.9667	122862.4467	2550.18	2101.326667	5779036.513	17530858.75	161.4466667	95.80666667	564.9733333	518.7333333	3737.18	40.33664972	88.82	5.38	71.43	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA4417	g__	s__
peat	bin_99	94552.093	112136.8867	61498.64667	22189.34	11149.54667	236777.6867	83869.71333	49971.45333	52555.08	89975.14667	159346.34	157670.3533	67046.59333	64448.92	61.24124532	74.89	0.67	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Micropepsales	f__Micropepsaceae	g__Rhizomicrobium	s__
saltmarsh	bin_1	89920.78667	149244.3267	65942.18667	NA	NA	65808.05333	61666.74	NA	NA	3007.653333	5653.126667	2661.32	6726.053333	NA	63.09796214	74.55	2.91	25	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__JAAYZQ01	f__JAAYZQ01	g__JAMJFU01	s__
saltmarsh	bin_10	31765.13333	42165.1	32068.93333	NA	NA	38760.48667	25196.34667	NA	NA	4654.113333	7129.5	5811.246667	3737.766667	NA	35.80499119	67.75	0	0	d__Bacteria	p__Patescibacteria	c__ABY1	o__BM507	f__UBA12075	g__	s__
saltmarsh	bin_100	96314.76	89604.10667	57529.50667	NA	NA	48101.54667	19227.50667	NA	NA	77455.12	57865.38	75327.8	43636.36667	NA	47.91643651	79.11	7.04	18.18	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__Desulfatiglandaceae	g__JAIOSR01	s__
saltmarsh	bin_101	216899.34	202207.2867	35155.68	NA	NA	171897.5133	72459.74	NA	NA	15061.04	7275.48	6297.993333	10461.18667	NA	46.43178803	87.64	3.01	14.29	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__Desulfatiglandaceae	g__JAFDHL01	s__
saltmarsh	bin_102	31356.26667	37848.14	36451.72	NA	NA	67357.19333	28222.88	NA	NA	5634.766667	1395.58	427.8933333	1128.093333	NA	37.59825871	50.34	0	0	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurovaceae	g__Sulfurovum	s__
saltmarsh	bin_103	3724.833333	15357.72	261134.7067	NA	NA	3274.92	1893.186667	NA	NA	329.48	144.8733333	143.7466667	880.3933333	NA	39.90694607	78.87	7.8	5.56	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__JAGONC01	g__	s__
saltmarsh	bin_104	28467.99333	41268.95333	38542.92	NA	NA	19362.56	26180.06	NA	NA	5114.446667	2958.42	3307.52	2518.293333	NA	45.93794862	72.42	4.65	16.67	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__UBA11858	g__B10-G9	s__
saltmarsh	bin_105	14824.10667	117798.3133	488620.54	NA	NA	8317.186667	5757.113333	NA	NA	4223.893333	2624.206667	2171.753333	6021.513333	NA	37.20869787	87.36	4.68	20	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prolixibacteraceae	g__Draconibacterium	s__
saltmarsh	bin_106	46125.56	54969.69333	16468.74	NA	NA	62049.23333	37924.66667	NA	NA	1192.74	330.3133333	290.4266667	3032.493333	NA	57.63645449	97.8	3.3	33.33	d__Bacteria	p__TA06_A	c__DG-26_A	o__SM23-81	f__SM23-81	g__	s__
saltmarsh	bin_107	44515.60667	30862.9	16198.94	NA	NA	23025.11333	9872.14	NA	NA	1317.113333	866.1666667	945.1866667	3112.233333	NA	48.13114977	85.96	2.15	0	d__Bacteria	p__Omnitrophota	c__Koll11	o__Duberdicusellales	f__Duberdicusellaceae	g__JAFGCB01	s__
saltmarsh	bin_108	84154.82	87304.10667	65607.61333	NA	NA	61003.64	33627.78667	NA	NA	24418.96	23559.46	21056.51333	28761.21333	NA	63.38657499	91.97	5.13	0	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__RBG-16-66-30	g__	s__
saltmarsh	bin_109	212699.3	488268.3333	598551.6667	NA	NA	140945.9933	140306.1667	NA	NA	7817.2	12858.86667	11531.05333	15323.78	NA	61.60764791	91.82	5.45	16.67	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__JAAYZQ01	f__JAAYZQ01	g__	s__
saltmarsh	bin_11	254496.8133	306421.2533	22732.5	NA	NA	194866.8	73479.01333	NA	NA	8992.54	15341.53333	3983.106667	19488.19333	NA	47.4993323	86.36	2.91	0	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__UBA4823	g__	s__
saltmarsh	bin_110	46474.42	59191.90667	33807.37333	NA	NA	58596.3	43664.87333	NA	NA	3355.406667	2570.82	2448.746667	4274.733333	NA	40.79115806	77.31	1.85	50	d__Bacteria	p__Patescibacteria	c__Gracilibacteria	o__UM-FILTER-43-11	f__UM-FILTER-43-11	g__JAFGCT01	s__
saltmarsh	bin_111	63935.01333	28985.65333	4919.306667	NA	NA	23109.44667	9528.133333	NA	NA	7930.806667	1486.273333	1141.753333	2534.56	NA	44.72801273	67.9	1.35	25	d__Bacteria	p__Desulfobacterota	c__DSM-4660	o__Desulfatiglandales	f__B25-G16	g__B33-G16	s__
saltmarsh	bin_112	51293.78667	74819.28	85716.34667	NA	NA	38647.8	86837.58667	NA	NA	1797.833333	1961.28	2205.166667	2455.133333	NA	55.19204994	67.88	5.45	0	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__Anaerolineales	f__E44-bin32	g__E44-bin32	s__
saltmarsh	bin_113	1843.033333	5420.906667	453632.0067	NA	NA	1956.626667	1555.573333	NA	NA	4222.673333	6639.626667	8033.926667	17173.96	NA	51.30994459	93.68	2.38	12.5	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__VadinHA17	g__SR-FBR-E99	s__
saltmarsh	bin_114	42430.46667	30892.63333	3977.766667	NA	NA	29626.76	12804.37333	NA	NA	7467.926667	3098.733333	3475.98	2979.306667	NA	54.22438159	82.89	0.47	100	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__QMZP01	f__QMZP01	g__	s__
saltmarsh	bin_115	24154.88	25826.12	2088.706667	NA	NA	13879.04667	5866.7	NA	NA	23300.25333	12031.62	8651.746667	42411.19333	NA	48.75677268	69.75	8.91	0	d__Bacteria	p__Chloroflexota	c__Dehalococcoidia	o__Dehalococcoidales	f__UBA5760	g__UBA5760	s__UBA5760 sp015222205
saltmarsh	bin_116	71016.71333	60119.05333	8893.806667	NA	NA	47602.98667	32991.06	NA	NA	53642.56	65501.17333	61570.34667	79645.27333	NA	55.73531175	57.21	2.59	0	d__Bacteria	p__Acidobacteriota	c__B3-B38	o__	f__	g__	s__
saltmarsh	bin_117	28740.19333	46563.82667	36788.80667	NA	NA	14854.16	8008.713333	NA	NA	613.6933333	778.2466667	989.5733333	4103.186667	NA	36.5970458	75.45	7.73	0	d__Bacteria	p__Actinomycetota	c__Humimicrobiia	o__Humimicrobiales	f__Humimicrobiaceae	g__	s__
saltmarsh	bin_118	19076.23333	178389.4333	16989.18	NA	NA	468109.8867	67179.11333	NA	NA	11369.31333	156212.9467	127482.84	11714.74667	NA	32.43488407	88.57	3.87	50	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Yeosuana	s__Yeosuana marina
saltmarsh	bin_119	145413.9933	124784.8933	17166.14667	NA	NA	110259.68	61138.58667	NA	NA	14791.8	11616.42667	8716.8	20215.26667	NA	65.22301023	88.85	4.95	40	d__Bacteria	p__JAGLTZ01	c__JAGLTZ01	o__JAGLTZ01	f__JAGLTZ01	g__	s__
saltmarsh	bin_12	127800.7533	174232.36	946671.4	NA	NA	170020.46	82077.9	NA	NA	20286.14	108153.9467	126360.36	8601.613333	NA	47.2025584	83.54	7.76	23.08	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__Aminicenantaceae	g__G020348385	s__
saltmarsh	bin_120	96869.94	125262.3933	62781.17333	NA	NA	114624.0867	65896.06667	NA	NA	14734.7	11149.84	15583.32667	16819.96	NA	45.21369378	90.37	7.79	11.11	d__Bacteria	p__Acidobacteriota	c__Aminicenantia	o__Aminicenantales	f__Aminicenantaceae	g__G020348385	s__
saltmarsh	bin_121	26499.08	29734.44	6271.306667	NA	NA	59677.21333	33064.63333	NA	NA	25396.84	66168.2	54093.94	71367.15333	NA	48.6129443	84.21	2.5	8.33	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Sedimenticolaceae	g__JABDQZ01	s__
saltmarsh	bin_122	669.2466667	690.4	179877.1667	NA	NA	405.76	252.9266667	NA	NA	3982.853333	3365.66	2528.646667	2566.973333	NA	66.21219517	74.88	0.68	0	d__Bacteria	p__Verrucomicrobiota	c__Kiritimatiellia	o__UBA8416	f__JAIOPI01	g__	s__
saltmarsh	bin_123	13696.64667	15987.11333	57654.33333	NA	NA	18580.42	18561.92667	NA	NA	11303.04	11308.96667	14129.34	15804.34	NA	46.69704465	63.17	9.21	5.88	d__Bacteria	p__Patescibacteria	c__Dojkabacteria	o__SC72	f__JAFGCJ01	g__	s__
saltmarsh	bin_124	31047.42667	33738.40667	9742.386667	NA	NA	22371.56667	10640.97333	NA	NA	4153.613333	4467.353333	4258.386667	4600.813333	NA	44.29212245	70.02	4.67	28.57	d__Archaea	p__Asgardarchaeota	c__Thorarchaeia	o__Thorarchaeales	f__Thorarchaeaceae	g__SMTZ1-45	s__
saltmarsh	bin_125	280733.2533	369690.8133	207706.6133	NA	NA	245269.9667	118140.18	NA	NA	51658.99333	29002.51333	37899.92667	51684.8	NA	38.4378851	92.06	5.61	14.29	d__Archaea	p__Thermoproteota	c__Bathyarchaeia	o__TCS64	f__TCS64	g__RBG-16-57-9	s__
saltmarsh	bin_126	64504.50667	36682.81333	7738.006667	NA	NA	28775.90667	10328.20667	NA	NA	930.0866667	396.2333333	158.1933333	1610.993333	NA	38.7110684	51.3	1.6	0	d__Archaea	p__Thermoplasmatota	c__JAEHCK01	o__JAEHCK01	f__JAEHCK01	g__	s__
saltmarsh	bin_127	65824.74	102625.1733	93827.16667	NA	NA	19488.99333	5500.033333	NA	NA	5921.44	4173.886667	3148.853333	5197.413333	NA	63.0434913	90.83	3.54	50	d__Bacteria	p__Chloroflexota	c__Anaerolineae	o__UBA2200	f__UBA2200	g__	s__
saltmarsh	bin_128	63246.47333	86738.68667	107459.5467	NA	NA	68643.22	66157.6	NA	NA	4176.266667	8062.94	14561.8	2813.04	NA	57.63875788	98	1.43	12.5	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Robiginitalea	s__
saltmarsh	bin_129	63300.38	84676.86667	57592.62	NA	NA	92730.84667	62908.58	NA	NA	139862.6267	164477.4867	156255.0467	134395.4067	NA	67.0673379	81.87	5.57	26.92	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Chromatiales	f__Chromatiaceae	g__Thiohalocapsa	s__
saltmarsh	bin_13	79693.94667	124996.04	65087.46667	NA	NA	78575.41333	50197.3	NA	NA	19969.84	15433.62	15147.69333	10377.6	NA	30.69791173	86.92	7.94	0	d__Archaea	p__Asgardarchaeota	c__Heimdallarchaeia	o__JABLTI01	f__JABLTI01	g__JABLTI01	s__
saltmarsh	bin_130	25301.12	46498.97333	56885.62667	NA	NA	39387.51333	24431.66	NA	NA	2814.313333	4152.333333	6048.773333	4752.353333	NA	44.41413028	75.03	3.28	66.67	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Muriicola	s__
saltmarsh	bin_131	5697.533333	6359.133333	1539.473333	NA	NA	928625.44	1186241.193	NA	NA	2136.573333	72885.32	30822.6	772.32	NA	62.3405287	77.74	0.86	100	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__Solirhodobacter	s__
saltmarsh	bin_132	156921.3533	123988.4867	7468.82	NA	NA	144722.2933	81391.53333	NA	NA	103180.2867	101535.4867	86180.79333	37102.84	NA	30.62340539	92.8	4	0	d__Archaea	p__Thermoplasmatota	c__E2	o__DHVEG-1	f__DHVEG-1	g__SG8-52-3	s__
saltmarsh	bin_133	8040.573333	63303.71333	898028.8667	NA	NA	8928.713333	4276.746667	NA	NA	27316.32667	46136.37333	57922.62	125813.84	NA	32.22368151	89.11	8.47	40	d__Bacteria	p__Bacteroidota	c__Ignavibacteria	o__Ignavibacteriales	f__Melioribacteraceae	g__GCA-2746605	s__
saltmarsh	bin_134	415363.42	587081.8733	671767.1733	NA	NA	287058.7333	137524.4667	NA	NA	9347.38	15208.68667	17875.04	23705.53333	NA	36.90819568	89.24	3.74	80	d__Bacteria	p__Actinomycetota	c__Humimicrobiia	o__Humimicrobiales	f__Humimicrobiaceae	g__	s__
saltmarsh	bin_135	6703.68	7964.306667	10209.37333	NA	NA	7985.926667	5906.02	NA	NA	353.1	139.98	403.64	326.3666667	NA	51.13658501	51.25	2.56	75	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__UBA6257	f__Colwellbacteraceae	g__	s__
saltmarsh	bin_136	10361.24667	7414.913333	242.04	NA	NA	141645.9067	102249.5733	NA	NA	1828.64	16351.76667	8104.666667	464.5066667	NA	57.11426135	59.48	0	0	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Sphingomonadales	f__	g__	s__
saltmarsh	bin_137	676.1666667	10546.12	224904.2133	NA	NA	702.5066667	500.74	NA	NA	120.1333333	81.94	96.14	674.74	NA	46.34237297	86.56	1.02	50	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Saprospiraceae	g__UBA2365	s__
saltmarsh	bin_138	3263.346667	138421.4133	71673.77333	NA	NA	588272.66	1860633.553	NA	NA	1411.386667	64431.2	163914.94	3785.033333	NA	29.97862104	92.39	9.75	51.85	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Lutibacter	s__
saltmarsh	bin_139	3682.593333	16747.28	217067.8	NA	NA	3629.386667	2943.786667	NA	NA	21806.12	18941.68667	22026.76667	25852.58	NA	41.44512497	90.17	1.86	75	d__Bacteria	p__Bacillota_A	c__Clostridia	o__DUPQ01	f__DUPQ01	g__JAFGQE01	s__
